ABBV open,AET open,ANTM open,BNTX open,CI open,JNJ open,MET open,MRK open,MRNA open,NVS open,PFE open,UNH open,dt,month,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen
135.41,,438.9,181.0,225.91,169.65,67.88,81.795,170.807,85.04,52.84,469.06,2022-02-02,Feb-22,303127.0,3109.0,1600726.0,73593097.0,860818.0,797874731.0,145040.0,251823832.0,176129.0,212130684.0,575490.0,549858630.0,135490.0,120744329.0,486593.0,317292439.0,32764.0,74646620.0,208037.0,204662169.0,7484.0,16603504.0,12960.0,18198400.0
139.5,,454.87,172.349,225.0,172.26,70.0,81.65,165.07,86.27,53.325,498.65,2022-02-03,Feb-22,349511.0,2659.0,1482899.0,73942608.0,863477.0,799357630.0,129772.0,251953604.0,0.0,212130684.0,523528.0,550382158.0,0.0,120744329.0,0.0,317292439.0,0.0,74646620.0,0.0,204662169.0,0.0,16603504.0,0.0,18198400.0
140.15,,445.72,175.77,213.34,171.0,67.84,78.51,165.64,86.22,53.02,481.75,2022-02-04,Feb-22,268148.0,3412.0,1118504.0,74224337.0,866889.0,800476134.0,153557.0,252107161.0,350781.0,212481465.0,660018.0,551042176.0,279996.0,121024325.0,961248.0,318253687.0,54380.0,74701000.0,379843.0,205042012.0,15667.0,16619171.0,25894.0,18224294.0
141.17,,450.02,175.59,218.16,171.41,68.84,78.79,162.203,87.02,53.3,484.91,2022-02-07,Feb-22,293776.0,3145.0,1647523.0,74727594.0,871915.0,804007683.0,129192.0,252405399.0,113757.0,212920278.0,486541.0,552184567.0,90102.0,121363172.0,289884.0,319372364.0,20552.0,74783637.0,104139.0,205513590.0,3018.0,16635868.0,5177.0,18251579.0
142.03,,448.58,162.35,226.57,171.02,69.7,77.1,155.2,87.12,50.64,481.35,2022-02-08,Feb-22,197003.0,3694.0,1562114.0,74924597.0,875609.0,805569797.0,126908.0,252532307.0,140839.0,213061117.0,504735.0,552689302.0,109864.0,121473036.0,368813.0,319741177.0,26329.0,74809966.0,143218.0,205656808.0,4481.0,16640349.0,7217.0,18258796.0
143.98,,471.99,162.9,232.73,172.07,70.5,77.17,154.3703,87.73,51.64,497.0,2022-02-09,Feb-22,194149.0,2944.0,1470496.0,75118746.0,878553.0,807040293.0,130970.0,252663277.0,185023.0,213246140.0,514499.0,553203801.0,133417.0,121606453.0,429737.0,320170914.0,42292.0,74852258.0,189339.0,205846147.0,9019.0,16649368.0,13065.0,18271861.0
143.15,,462.87,165.04,230.06,171.21,70.11,76.36,158.0,87.14,51.04,492.24,2022-02-10,Feb-22,166484.0,2543.0,1405626.0,75285230.0,881096.0,808445919.0,129022.0,252792299.0,184294.0,213430434.0,512173.0,553715974.0,135461.0,121741914.0,477364.0,320648278.0,40853.0,74893111.0,213543.0,206059690.0,7422.0,16656790.0,11940.0,18283801.0
142.86,,455.84,167.93,230.0,169.12,70.31,76.4,161.25,86.17,50.33,484.68,2022-02-11,Feb-22,155554.0,2906.0,887709.0,75440784.0,884002.0,809333628.0,152484.0,252944783.0,132739.0,213563173.0,627690.0,554343664.0,102743.0,121844657.0,344947.0,320993225.0,26279.0,74919390.0,151147.0,206210837.0,3529.0,16660319.0,7335.0,18291136.0
141.78,,448.46,163.67,228.71,167.71,71.39,76.63,157.526,86.39,49.82,475.11,2022-02-14,Feb-22,173739.0,2867.0,1579440.0,75729060.0,888521.0,812397574.0,89401.0,253168408.0,93305.0,213962983.0,343098.0,555189302.0,72802.0,122147814.0,243550.0,322007571.0,17547.0,75000659.0,87886.0,206634275.0,2867.0,16675097.0,4679.0,18315842.0
143.35,,448.38,155.85,226.93,166.13,70.9,77.51,142.49,86.21,49.8,475.94,2022-02-15,Feb-22,108373.0,3003.0,1641067.0,75837433.0,891886.0,814038641.0,101498.0,253269906.0,141165.0,214104148.0,404388.0,555593690.0,106856.0,122254670.0,353574.0,322361145.0,28813.0,75029472.0,139207.0,206773482.0,5262.0,16680359.0,8837.0,18324679.0
144.74,,448.09,161.93,227.81,166.13,70.97,77.2,147.62,87.0,49.59,475.5,2022-02-16,Feb-22,105547.0,2649.0,1520156.0,75942980.0,894535.0,815558797.0,103008.0,253372914.0,0.0,214104148.0,415620.0,556009310.0,0.0,122254670.0,0.0,322361145.0,0.0,75029472.0,0.0,206773482.0,0.0,16680359.0,0.0,18324679.0
144.8,,455.39,163.426,227.49,167.21,70.52,76.85,150.2,87.05,49.81,478.17,2022-02-17,Feb-22,98798.0,2264.0,1367808.0,76041778.0,896799.0,816926605.0,98766.0,253471680.0,370573.0,214474721.0,408322.0,556417632.0,262046.0,122516716.0,649436.0,323010581.0,94697.0,75124169.0,313057.0,207086539.0,13160.0,16693519.0,20319.0,18344998.0
144.69,,450.11,156.95,226.99,164.98,69.53,76.32,147.55,86.68,48.78,470.25,2022-02-18,Feb-22,103932.0,2319.0,898982.0,76146386.0,899118.0,817825587.0,124258.0,253595938.0,128135.0,214602856.0,528440.0,556946072.0,94015.0,122610731.0,313466.0,323324047.0,26912.0,75151081.0,158948.0,207245487.0,6859.0,16700378.0,11285.0,18356283.0
141.25,,445.12,149.49,227.35,163.575,69.49,76.46,142.26,85.83,47.54,463.83,2022-02-22,Feb-22,115069.0,3248.0,1378191.0,76380702.0,904716.0,821602495.0,87471.0,253881286.0,261128.0,215006201.0,350641.0,558054226.0,201696.0,122916072.0,702700.0,324376921.0,50110.0,75232624.0,266558.0,207669266.0,8980.0,16716095.0,14892.0,18382490.0
146.22,,446.58,152.33,228.58,161.51,69.45,76.19,145.17,87.39,47.59,467.19,2022-02-23,Feb-22,73235.0,2576.0,1236642.0,76453937.0,907292.0,822839137.0,86843.0,253968129.0,123229.0,215129430.0,343848.0,558398074.0,92284.0,123008356.0,311575.0,324688496.0,24129.0,75256753.0,124993.0,207794259.0,6415.0,16722510.0,9480.0,18391970.0
143.61,,435.49,140.15,220.94,159.78,65.85,75.1,139.865,85.14,45.86,449.52,2022-02-24,Feb-22,74056.0,2446.0,1132354.0,76527993.0,909738.0,823971491.0,82526.0,254050655.0,123771.0,215253201.0,329853.0,558727927.0,92928.0,123101284.0,324242.0,325012738.0,25168.0,75281921.0,149575.0,207943834.0,5329.0,16727839.0,8667.0,18400637.0
146.13,,443.96,157.11,225.51,160.0,66.54,74.2,156.02,86.56,45.81,456.65,2022-02-25,Feb-22,75095.0,2346.0,703980.0,76603088.0,912084.0,824675471.0,95549.0,254146204.0,64836.0,215318037.0,394940.0,559122867.0,43855.0,123145139.0,75017.0,325087755.0,17329.0,75299250.0,86708.0,208030542.0,3411.0,16731250.0,6535.0,18407172.0
146.65,,444.08,147.05,228.7,162.87,66.25,75.83,150.98,86.99,46.82,465.85,2022-02-28,Feb-22,71582.0,2181.0,1277396.0,76721814.0,915180.0,827271976.0,76300.0,254322097.0,145712.0,215602728.0,316605.0,559807544.0,112379.0,123351975.0,390004.0,325815143.0,26781.0,75351629.0,151893.0,208322621.0,6316.0,16755932.0,9666.0,18439105.0
147.67,,449.15,150.27,237.09,163.04,66.69,76.5,152.48,88.1,46.69,470.89,2022-03-01,Mar-22,42000.0,1956.0,1245596.0,76785666.0,917136.0,828517572.0,68205.0,254390302.0,75049.0,215677777.0,278930.0,560086474.0,59878.0,123411853.0,216761.0,326031904.0,12558.0,75364187.0,77254.0,208399875.0,2450.0,16758382.0,4099.0,18443204.0
147.7,,454.58,145.0,239.0,164.41,65.05,76.31,149.44,86.78,46.11,478.19,2022-03-02,Mar-22,52348.0,1758.0,1208825.0,76838014.0,918656.0,829726397.0,66607.0,254456909.0,0.0,215677777.0,259797.0,560346271.0,0.0,123411853.0,0.0,326031904.0,0.0,75364187.0,0.0,208399875.0,0.0,16758382.0,0.0,18443204.0
149.81,,464.1,147.56,241.21,166.7,66.58,76.77,147.9,87.27,47.68,486.0,2022-03-03,Mar-22,51202.0,1355.0,1069972.0,76889216.0,920011.0,830796369.0,65029.0,254521938.0,98062.0,215775839.0,255868.0,560602139.0,67008.0,123478861.0,262565.0,326294469.0,21576.0,75385763.0,124242.0,208524117.0,9152.0,16767534.0,12416.0,18455620.0
148.6,,460.94,137.09,234.32,167.64,64.8,76.68,140.82,84.33,47.5,480.69,2022-03-04,Mar-22,42787.0,1567.0,668454.0,76933753.0,921578.0,831464823.0,78632.0,254600570.0,211413.0,215987252.0,320553.0,560922692.0,155122.0,123633983.0,509859.0,326804328.0,46889.0,75432652.0,227790.0,208751907.0,8825.0,16776359.0,13929.0,18469549.0
149.0,,470.77,133.18,241.13,168.3,63.08,77.01,135.12,83.83,48.25,500.0,2022-03-07,Mar-22,55164.0,1504.0,1208911.0,77012824.0,923746.0,833822537.0,56518.0,254733286.0,56940.0,216204455.0,211795.0,561407024.0,42727.0,123794778.0,143664.0,327340259.0,12104.0,75478471.0,73233.0,208999627.0,2067.0,16786444.0,2891.0,18484091.0
149.0,,452.64,123.9,235.08,172.04,62.51,77.25,125.0,79.37,47.58,478.8,2022-03-08,Mar-22,29794.0,1743.0,1139611.0,77043590.0,925489.0,834962148.0,55210.0,254788496.0,69177.0,216273632.0,215979.0,561623003.0,51578.0,123846356.0,185170.0,327525429.0,14094.0,75492565.0,72701.0,209072328.0,3342.0,16789786.0,4717.0,18488808.0
148.26,,460.99,135.32,233.13,170.01,64.69,77.62,132.075,80.98,48.13,482.58,2022-03-09,Mar-22,45476.0,1967.0,1014754.0,77089996.0,927456.0,835976902.0,56069.0,254844565.0,82212.0,216355844.0,214676.0,561837679.0,58337.0,123904693.0,208160.0,327733589.0,18632.0,75511197.0,86112.0,209158440.0,4884.0,16794670.0,6992.0,18495800.0
148.07,,458.64,139.42,229.02,168.56,63.61,77.63,139.51,82.87,48.305,479.33,2022-03-10,Mar-22,38718.0,1259.0,1001283.0,77128714.0,928715.0,836978185.0,54717.0,254899282.0,93966.0,216449810.0,214585.0,562052264.0,69445.0,123974138.0,247854.0,327981443.0,18619.0,75529816.0,96562.0,209255002.0,5509.0,16800179.0,8911.0,18504711.0
149.34,,473.76,143.25,231.0,169.13,64.85,78.32,140.75,83.25,49.14,487.83,2022-03-11,Mar-22,36892.0,1438.0,633109.0,77165710.0,930153.0,837611294.0,64423.0,254963705.0,0.0,216449810.0,260987.0,562313251.0,0.0,123974138.0,0.0,327981443.0,0.0,75529816.0,0.0,209255002.0,0.0,16800179.0,0.0,18504711.0
150.73,,470.38,139.35,229.57,170.68,65.31,77.9,140.2,83.83,50.72,490.4,2022-03-14,Mar-22,37513.0,1318.0,1225768.0,77245848.0,928380.0,839984557.0,51796.0,255076593.0,102820.0,216690804.0,196636.0,562726968.0,76869.0,124155222.0,255270.0,328622521.0,20415.0,75579704.0,97251.0,209481825.0,5333.0,16809359.0,7244.0,18519052.0
152.26,,462.09,153.25,228.21,173.33,65.22,77.68,156.27,84.19,52.62,490.0,2022-03-15,Mar-22,23851.0,1407.0,1198666.0,77269699.0,929787.0,841183223.0,52847.0,255129440.0,77151.0,216767955.0,205812.0,562932780.0,57736.0,124212958.0,193007.0,328815528.0,15864.0,75595568.0,71165.0,209552990.0,3371.0,16812730.0,4687.0,18523739.0
156.5,,470.12,147.4,234.5,175.46,66.19,78.96,150.0,84.83,52.54,499.83,2022-03-16,Mar-22,37418.0,1488.0,1106967.0,77307117.0,931275.0,842290190.0,54208.0,255183648.0,61874.0,216829829.0,208560.0,563141340.0,44447.0,124257405.0,162652.0,328978180.0,12987.0,75608555.0,67620.0,209620610.0,4201.0,16816931.0,-18007520.0,516219.0
157.17,,467.95,164.34,234.89,175.21,66.74,78.15,167.75,84.93,52.92,496.0,2022-03-17,Mar-22,32672.0,1054.0,1010778.0,77339789.0,932329.0,843300968.0,50356.0,255234004.0,67232.0,216897061.0,198691.0,563340031.0,47889.0,124305294.0,176391.0,329154571.0,14913.0,75623468.0,74681.0,209695291.0,4061.0,16820992.0,18019142.0,18535361.0
158.0,,475.85,165.75,241.71,177.0,67.98,79.18,171.58,85.92,54.38,508.74,2022-03-18,Mar-22,30322.0,967.0,612968.0,77370936.0,933296.0,843913936.0,63284.0,255297288.0,55286.0,216952347.0,254711.0,563594742.0,38184.0,124343478.0,143725.0,329298296.0,12696.0,75636164.0,67574.0,209762865.0,4119.0,16825111.0,5804.0,18541165.0
159.95,,478.02,175.17,240.48,174.66,69.03,79.67,179.91,86.6,54.24,505.01,2022-03-21,Mar-22,38317.0,772.0,1145416.0,77427384.0,934421.0,846192404.0,52154.0,255411409.0,33052.0,217093232.0,189855.0,564006147.0,25209.0,124446865.0,95094.0,329682053.0,6383.0,75665320.0,36670.0,209923588.0,1431.0,16832988.0,2068.0,18552654.0
160.05,,477.87,169.38,244.74,175.83,69.63,79.27,175.38,85.85,54.2,509.27,2022-03-22,Mar-22,23681.0,919.0,1108108.0,77451065.0,935340.0,847300512.0,48164.0,255459573.0,17448.0,217110680.0,183408.0,564189555.0,25212.0,124472077.0,37775.0,329719828.0,2881.0,75668201.0,-35200.0,209888388.0,-10817.0,16822171.0,-32543.0,18520111.0
160.01,,467.04,171.72,242.45,175.23,69.92,79.3,184.66,85.34,53.02,502.27,2022-03-23,Mar-22,34662.0,1248.0,990837.0,77495370.0,936588.0,848291349.0,52593.0,255512166.0,74188.0,217184868.0,193731.0,564383286.0,56642.0,124528719.0,187316.0,329907144.0,13170.0,75681371.0,74300.0,209962688.0,4072.0,16826243.0,6013.0,18526124.0
159.22,,464.26,166.7,238.97,175.0,69.84,80.04,175.84,85.94,52.54,505.0,2022-03-24,Mar-22,31838.0,892.0,971421.0,77530547.0,937480.0,849262770.0,53105.0,255565271.0,0.0,217184868.0,189545.0,564572831.0,0.0,124528719.0,0.0,329907144.0,0.0,75681371.0,0.0,209962688.0,0.0,16826243.0,0.0,18526124.0
160.55,,473.8,169.2,242.8,175.69,69.96,80.59,178.25,86.93,52.74,514.19,2022-03-25,Mar-22,27804.0,771.0,628796.0,77559376.0,938251.0,849891566.0,62610.0,255627881.0,131280.0,217316148.0,233459.0,564806290.0,85870.0,124614589.0,336349.0,330243493.0,27969.0,75709340.0,158482.0,210121170.0,16872.0,16843115.0,20995.0,18547119.0
160.61,,483.56,164.45,244.0,176.65,71.13,81.37,167.37,86.82,52.53,514.32,2022-03-28,Mar-22,31942.0,685.0,1054119.0,77612012.0,939204.0,851988727.0,50469.0,255730666.0,23789.0,217448365.0,173455.0,565168184.0,17885.0,124708169.0,73221.0,330607980.0,4545.0,75738331.0,27721.0,210281861.0,1318.0,16852264.0,1884.0,18559777.0
162.99,,489.7,169.4,245.43,178.62,72.05,81.66,174.07,87.5,54.0,517.1,2022-03-29,Mar-22,20755.0,730.0,1057428.0,77634718.0,939934.0,853046155.0,46704.0,255777370.0,50602.0,217498967.0,197733.0,565365917.0,37373.0,124745542.0,140693.0,330748673.0,10274.0,75748605.0,59924.0,210341785.0,2849.0,16855113.0,4126.0,18563903.0
161.72,,492.38,184.6,243.88,178.44,71.59,81.84,182.57,88.02,53.2,515.11,2022-03-30,Mar-22,37177.0,1173.0,953752.0,77680958.0,941107.0,853999907.0,60744.0,255838114.0,57472.0,217556439.0,402170.0,565768087.0,39511.0,124785053.0,154354.0,330903027.0,13160.0,75761765.0,75392.0,210417177.0,4474.0,16859587.0,6292.0,18570195.0
162.93,,500.0,173.0,243.08,179.59,71.5,82.9,175.22,88.26,52.0,517.1,2022-03-31,Mar-22,33883.0,707.0,916164.0,77720577.0,941814.0,854916071.0,76137.0,255914251.0,82996.0,217639435.0,555696.0,566323783.0,56175.0,124841228.0,247587.0,331150614.0,19186.0,75780951.0,144489.0,210561666.0,7369.0,16866956.0,11459.0,18581654.0
162.15,,493.78,169.5,242.2,177.05,70.84,82.19,173.35,87.19,52.12,510.68,2022-04-01,Apr-22,27638.0,585.0,596843.0,77749073.0,942399.0,855512914.0,79736.0,255993987.0,63572.0,217703007.0,658919.0,566982702.0,44310.0,124885538.0,212803.0,331363417.0,16897.0,75797848.0,132337.0,210694003.0,2113.0,16869069.0,3789.0,18585443.0
162.5,,498.74,181.14,244.95,178.19,70.31,83.5,177.24,88.22,51.78,512.21,2022-04-04,Apr-22,26620.0,355.0,1075474.0,77794742.0,943017.0,857599944.0,70448.0,256139298.0,48162.0,217882466.0,559253.0,568097274.0,31316.0,125002738.0,204762.0,332094076.0,15338.0,75852529.0,143028.0,211212181.0,1473.0,16876149.0,2116.0,18596102.0
161.89,,486.72,183.66,240.77,176.47,69.57,83.66,169.25,87.83,50.81,510.0,2022-04-05,Apr-22,31720.0,650.0,998924.0,77826462.0,943535.0,858598868.0,63929.0,256203227.0,73384.0,217955850.0,555621.0,568652895.0,46745.0,125049483.0,287842.0,332381918.0,23631.0,75876160.0,207804.0,211419985.0,2848.0,16878997.0,3836.0,18599938.0
164.49,,497.71,175.75,243.69,179.39,70.06,84.36,157.48,88.86,51.16,518.22,2022-04-06,Apr-22,41028.0,940.0,940688.0,77867490.0,944475.0,859539556.0,65616.0,256268843.0,87650.0,218043500.0,577872.0,569230767.0,63721.0,125113204.0,294532.0,332676450.0,20866.0,75897026.0,157577.0,211577562.0,2787.0,16881784.0,3336.0,18603274.0
167.67,,505.81,167.51,249.48,181.67,69.9,85.75,153.13,91.0,52.5,530.0,2022-04-07,Apr-22,31803.0,522.0,916004.0,77899996.0,944997.0,860455560.0,65208.0,256334051.0,92113.0,218135613.0,583860.0,569814627.0,61497.0,125174701.0,352286.0,333028736.0,26654.0,75923680.0,248646.0,211826208.0,3676.0,16885460.0,5237.0,18608511.0
173.0,,518.03,167.54,256.29,181.33,70.12,86.64,156.79,92.15,54.85,539.0,2022-04-08,Apr-22,42009.0,878.0,593723.0,77943628.0,945875.0,861049283.0,73428.0,256407479.0,100076.0,218235689.0,674916.0,570489543.0,58891.0,125233592.0,317538.0,333346274.0,34563.0,75958243.0,246312.0,212072520.0,6185.0,16891645.0,7726.0,18616237.0
174.9,,521.13,166.1,257.94,183.0,70.68,88.32,156.0,94.1,55.46,543.6,2022-04-11,Apr-22,33669.0,324.0,964748.0,78004931.0,946412.0,863013627.0,64521.0,256543575.0,52871.0,218430663.0,581063.0,571605616.0,32751.0,125354051.0,196519.0,334116607.0,18313.0,76024541.0,148740.0,212662875.0,1773.0,16899313.0,2509.0,18627134.0
169.31,,510.0,167.13,254.37,179.2,70.79,86.0,158.99,93.3,53.3,535.41,2022-04-12,Apr-22,26112.0,430.0,916567.0,78031467.0,947144.0,863930194.0,65736.0,256609311.0,90564.0,218521227.0,614934.0,572220550.0,55704.0,125409755.0,340411.0,334457018.0,30747.0,76055288.0,239790.0,212902665.0,3883.0,16903196.0,5102.0,18632236.0
165.0,,508.76,168.4,255.9,179.9,69.79,85.8,158.37,92.78,53.13,533.32,2022-04-13,Apr-22,44359.0,608.0,822990.0,78076410.0,947752.0,864753184.0,66240.0,256675551.0,101680.0,218622907.0,582265.0,572802815.0,65111.0,125474866.0,394620.0,334851638.0,31348.0,76086636.0,254439.0,213157104.0,4879.0,16908075.0,6425.0,18638661.0
157.85,,514.34,178.17,260.0,180.0,70.43,86.13,168.59,92.8,53.4,538.5,2022-04-14,Apr-22,61413.0,569.0,708209.0,78138382.0,948458.0,865461393.0,66972.0,256742523.0,84569.0,218707476.0,588942.0,573391757.0,53250.0,125528116.0,359733.0,335211371.0,27423.0,76114059.0,263077.0,213420181.0,3553.0,16911628.0,4988.0,18643649.0
161.96,,513.78,174.98,258.1,179.73,70.33,86.42,165.0,91.96,52.83,538.5,2022-04-18,Apr-22,35261.0,365.0,807149.0,78251442.0,949451.0,867560644.0,59900.0,256919253.0,30196.0,218937361.0,514214.0,574795061.0,19431.0,125672309.0,141927.0,336252416.0,9687.0,76193887.0,101239.0,214191561.0,1027.0,16916729.0,1496.0,18652610.0
160.4,,516.07,159.71,260.13,180.72,71.52,85.97,151.77,91.58,51.66,535.89,2022-04-19,Apr-22,50912.0,424.0,825968.0,78302354.0,949873.0,868386612.0,61872.0,256981125.0,59500.0,218996861.0,541899.0,575336960.0,37616.0,125709925.0,267499.0,336519915.0,19467.0,76213354.0,197510.0,214389071.0,2253.0,16918982.0,3107.0,18655717.0
156.36,,522.4,158.22,262.47,182.24,72.15,85.52,151.77,91.1,50.0,542.14,2022-04-20,Apr-22,57626.0,538.0,775971.0,78359980.0,950411.0,869162583.0,61309.0,257042434.0,50218.0,219047079.0,535059.0,575872019.0,31562.0,125741487.0,213503.0,336733418.0,16321.0,76229675.0,155737.0,214544808.0,2046.0,16921028.0,2983.0,18658700.0
157.0,,533.68,152.83,269.14,183.93,73.0,86.41,149.43,91.0,49.93,545.5,2022-04-21,Apr-22,50242.0,480.0,762571.0,78410222.0,951069.0,869925154.0,58844.0,257101278.0,112976.0,219160055.0,504359.0,576376378.0,70828.0,125812315.0,416057.0,337149475.0,35559.0,76265234.0,293533.0,214838341.0,6409.0,16927437.0,8382.0,18667082.0
157.28,,518.9,147.67,263.0,182.47,71.43,85.86,143.23,90.5,48.95,532.06,2022-04-22,Apr-22,70592.0,544.0,503314.0,78482061.0,951386.0,870428468.0,56812.0,257158090.0,48504.0,219208559.0,492521.0,576868899.0,29487.0,125841802.0,238937.0,337388412.0,16331.0,76281565.0,191509.0,215029850.0,2447.0,16929884.0,3232.0,18670314.0
154.84,,500.0,145.89,255.17,182.34,68.65,84.59,139.9,90.03,47.85,520.4,2022-04-25,Apr-22,50692.0,192.0,1139599.0,78581707.0,951742.0,872601590.0,51024.0,257267528.0,32260.0,219370557.0,428585.0,577692932.0,21417.0,125944285.0,140964.0,338066044.0,9613.0,76333723.0,91636.0,215533577.0,1209.0,16936775.0,1630.0,18680233.0
156.44,,504.14,151.01,252.2,185.1,67.92,85.76,148.48,90.26,48.99,524.24,2022-04-26,Apr-22,62626.0,360.0,1088047.0,78644333.0,952122.0,873689637.0,52841.0,257320369.0,52799.0,219423356.0,456748.0,578149680.0,33538.0,125977823.0,396445.0,338462489.0,17202.0,76350925.0,352788.0,215886365.0,1898.0,16938673.0,3232.0,18683465.0
156.56,,503.57,147.2,252.67,184.24,66.83,84.3,146.09,89.35,49.11,514.91,2022-04-27,Apr-22,76527.0,728.0,1003854.0,78721551.0,952850.0,874693491.0,54814.0,257375183.0,60030.0,219483386.0,475391.0,578625071.0,36498.0,126014321.0,354605.0,338817094.0,19869.0,76370794.0,289766.0,216176131.0,3314.0,16941987.0,4336.0,18687801.0
158.36,,510.03,144.59,252.9,182.25,67.61,85.75,143.73,89.08,50.44,516.76,2022-04-28,Apr-22,62055.0,282.0,985731.0,78784855.0,953132.0,875679222.0,55436.0,257430619.0,66642.0,219550028.0,479367.0,579104438.0,40285.0,126054606.0,283718.0,339100812.0,22350.0,76393144.0,215870.0,216392001.0,3668.0,16945655.0,5336.0,18693137.0
149.56,,510.22,143.03,252.59,182.5,67.41,88.66,144.47,89.24,49.87,518.85,2022-04-29,Apr-22,86220.0,480.0,614377.0,78871075.0,953612.0,876293599.0,59094.0,257489713.0,60100.0,219610128.0,512261.0,579616699.0,36490.0,126091096.0,290746.0,339391558.0,19353.0,76412497.0,221744.0,216613745.0,4042.0,16949697.0,5505.0,18698642.0
146.65,,505.5,139.67,247.21,180.47,66.15,88.72,134.87,87.71,47.68,510.81,2022-05-02,May-22,62260.0,185.0,1014708.0,78989544.0,954022.0,878305681.0,48606.0,257593161.0,48304.0,219778035.0,392916.0,580383888.0,31357.0,126196751.0,149159.0,340041803.0,13524.0,76465083.0,101290.0,217094546.0,3336.0,16958902.0,3998.0,18710595.0
148.05,,499.61,146.19,246.74,178.8,66.34,86.99,141.93,87.53,48.87,501.13,2022-05-03,May-22,72070.0,643.0,1001316.0,79061614.0,954665.0,879306997.0,50597.0,257643758.0,71467.0,219849502.0,420674.0,580804562.0,43871.0,126240622.0,307755.0,340349558.0,24126.0,76489209.0,224492.0,217319038.0,3298.0,16962200.0,4331.0,18714926.0
148.18,,499.49,150.84,248.14,178.15,66.56,86.57,153.48,87.46,48.89,499.5,2022-05-04,May-22,101032.0,808.0,964416.0,79162646.0,955473.0,880271413.0,50878.0,257694636.0,52915.0,219902417.0,417648.0,581222210.0,31119.0,126271741.0,205945.0,340555503.0,17779.0,76506988.0,154878.0,217473916.0,3723.0,16965923.0,4805.0,18719731.0
152.77,,511.06,148.44,253.9,179.42,67.24,88.42,151.87,87.14,49.46,507.21,2022-05-05,May-22,81307.0,297.0,946060.0,79243953.0,955770.0,881217473.0,49774.0,257744410.0,0.0,219902417.0,411908.0,581634118.0,0.0,126271741.0,0.0,340555503.0,0.0,76506988.0,0.0,217473916.0,0.0,16965923.0,0.0,18719731.0
149.68,,500.88,140.79,255.8,175.14,67.55,87.74,139.7,85.98,48.09,485.01,2022-05-06,May-22,102585.0,488.0,655648.0,79346538.0,956258.0,881873121.0,54992.0,257799402.0,119759.0,220022176.0,455755.0,582089873.0,81095.0,126352836.0,565157.0,341120660.0,33543.0,76540531.0,364357.0,217838273.0,4518.0,16970441.0,6424.0,18726155.0
151.62,,500.32,139.57,266.8,175.45,66.59,87.5,132.79,84.61,48.38,490.4,2022-05-09,May-22,106748.0,181.0,1108442.0,79505570.0,956563.0,884059619.0,47764.0,257893715.0,25823.0,220163884.0,390701.0,582779193.0,16571.0,126439978.0,124005.0,341692309.0,8258.0,76587495.0,86640.0,218252430.0,953.0,16977635.0,1288.0,18735773.0
151.27,,494.46,139.34,262.02,178.23,66.1,88.12,137.4,84.63,49.04,493.81,2022-05-10,May-22,97352.0,386.0,1113239.0,79602922.0,956949.0,885172858.0,51524.0,257945239.0,59733.0,220223617.0,422032.0,583201225.0,38300.0,126478278.0,260215.0,341952524.0,18819.0,76606314.0,179087.0,218431517.0,2361.0,16979996.0,3152.0,18738925.0
151.02,,489.32,142.56,260.11,175.96,65.02,87.42,130.74,84.76,49.07,484.39,2022-05-11,May-22,127097.0,571.0,1023457.0,79730019.0,957520.0,886196315.0,51392.0,257996631.0,64161.0,220287778.0,423786.0,583625011.0,41055.0,126519333.0,213579.0,342166103.0,18677.0,76624991.0,133875.0,218565392.0,4128.0,16984124.0,4900.0,18743825.0
153.38,,485.82,143.14,259.43,176.47,64.05,89.85,120.6,84.59,49.0,486.1,2022-05-12,May-22,100763.0,263.0,950937.0,79830782.0,957783.0,887147252.0,51386.0,258048017.0,173229.0,220461007.0,433993.0,584059004.0,108986.0,126628319.0,243765.0,342409868.0,73476.0,76698467.0,234556.0,218799948.0,-9134.0,16974990.0,-2924.0,18740901.0
153.42,,487.21,160.0,261.05,178.7,63.3,90.7,132.31,86.11,50.38,480.98,2022-05-13,May-22,121570.0,433.0,695250.0,79954525.0,958216.0,887842502.0,57909.0,258105926.0,41015.0,220502022.0,473401.0,584532405.0,28024.0,126656343.0,226698.0,342636566.0,12611.0,76711078.0,172667.0,218972615.0,244.0,16975234.0,1038.0,18741939.0
153.93,,488.06,157.73,265.46,176.85,63.29,90.79,135.87,86.68,49.87,485.41,2022-05-16,May-22,114523.0,221.0,1125933.0,80154679.0,958577.0,890124308.0,50344.0,258210411.0,20914.0,220618615.0,387645.0,585290442.0,13656.0,126729900.0,100921.0,343161039.0,6659.0,76749512.0,68602.0,219366322.0,565.0,16979415.0,762.0,18747590.0
